ASSET REGISTRY TEMPLATE  ,,,,,,,,,,,,,,,,,,,,,,
Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks,Center Manager
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240FBW,,CISSL-ICT-2013-095,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM32413JS,,CISSL-ICT-2013-096,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240DXL,,CISSL-ICT-2013-097,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240DX3,,CISSL-ICT-2013-098,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240FCB,,CISSL-ICT-2013-099,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240FC3,,CISSL-ICT-2013-100,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240FBX,,CISSL-ICT-2013-101,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0BCP4I3LC,,CISSL-ICT-2013-102,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0BCP4J1J0,,CISSL-ICT-2013-103,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0BCP4J1IZ,,CISSL-ICT-2013-104,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
